Agua1 Conj   23.34.40 2018-03-01.txt;2649.852577693368;7.451642474882817;7;[2.64985258e+03 5.68343128e+00 3.64899979e-02 1.53441795e+00];nonlinear_auto_Carreau;
Agua3 Conj   13.38.27 2018-03-01.txt;135.74905465143516;3.16472252390135;10;[135.74905465   5.12734285   0.71596543   1.85980613];nonlinear_auto_Carreau;
Sac50-2 conj   09.13.48 2018-03-14.txt;15.392187260055918;0.03050755330356119;12;[1.53921873e+01 1.18040592e-17 4.98149176e+00 1.07088535e+00];nonlinear_auto_Carreau;
Ur5-2 conjunto   20.45.21 2018-02-28.txt;49.393338096182724;0.14133750525824365;12;[49.3933381   2.23159882  1.93794371  2.2376013 ];nonlinear_auto_Carreau;
